,detail_id,order_id,dishes_id,logicprn_name,parent_class_name,dishes_name,itemis_add,counts,amounts,cost,place_order_time,discount_amt,discount_reason,kick_back,add_inprice,add_info,bar_code,picture_file,emp_id
95,922,173,610007,,,桂圆肉红豆八宝饭,0,1,39,,2016-08-15 12:18:47,,,,0,,,caipu/601001.jpg,1486
96,923,173,610008,,,五色糯米饭(七色),0,1,35,,2016-08-15 12:23:45,,,,0,,,caipu/601002.jpg,1486
97,931,176,609966,,,芝士烩波士顿龙虾,0,1,175,,2016-08-29 11:11:14,,,,0,,,caipu/101001.jpg,1017
98,932,176,609961,,,姜葱炒花蟹,0,1,45,,2016-08-29 11:13:26,,,,0,,,caipu/102001.jpg,1017
99,934,176,609943,,,剁椒鱼头,0,1,55,,2016-08-29 11:15:59,,,,0,,,caipu/103004.jpg,1017
100,935,176,610066,,,辣炒田螺,0,1,35,,2016-08-29 11:17:40,,,,0,,,caipu/104005.jpg,1017
101,938,176,610054,,,不加一滴油的酸奶蛋糕,0,1,7,,2016-08-29 11:20:11,,,,0,,,caipu/501003.jpg,1017
102,936,176,610044,,,木须豌豆,0,1,32,,2016-08-29 11:20:45,,,,0,,,caipu/305003.jpg,1017
103,939,176,610000,,,酸辣汤面,0,1,16,,2016-08-29 11:29:26,,,,0,,,caipu/603004.jpg,1017
104,941,177,610063,,,蒜香辣花甲,0,1,45,,2016-08-03 12:56:20,,,,0,,,caipu/104002.jpg,1141
105,943,177,609981,,,桂圆枸杞鸽子汤,0,1,48,,2016-08-03 12:57:25,,,,0,,,caipu/205001.jpg,1141
106,942,177,610018,,,照烧鸡腿,0,1,16,,2016-08-03 12:57:46,,,,0,,,caipu/204001.jpg,1141
107,945,177,610046,,,青炒扁豆,0,1,28,,2016-08-03 13:00:34,,,,0,,,caipu/305005.jpg,1141
108,946,178,609995,,,党参黄芪炖牛尾,0,1,35,,2016-08-27 11:17:07,,,,0,,,caipu/201005.jpg,994
109,944,178,609942,,,辣炒鱿鱼,0,1,58,,2016-08-27 11:17:43,,,,0,,,caipu/103003.jpg,994
110,948,178,610018,,,照烧鸡腿,0,1,16,,2016-08-27 11:18:39,,,,0,,,caipu/204001.jpg,994
111,949,178,610046,,,青炒扁豆,0,1,28,,2016-08-27 11:19:43,,,,0,,,caipu/305005.jpg,994
112,952,178,609946,,,谷稻小庄,0,1,38,,2016-08-27 11:20:56,,,,0,,,caipu/404002.jpg,994
113,954,178,610011,,,白饭/大碗,0,1,10,,2016-08-27 11:21:07,,,,0,,,caipu/601005.jpg,994
114,958,179,610025,,,番茄蛋汤,0,1,25,,2016-08-29 12:15:20,,,,0,,,caipu/204008.jpg,992
115,971,179,609953,,,凉拌菠菜,0,1,27,,2016-08-29 12:16:03,,,,0,,,caipu/303004.jpg,992
116,990,179,610011,,,白饭/大碗,0,4,10,,2016-08-29 12:18:01,,,,0,,,caipu/601005.jpg,992
117,994,179,610053,,,蛋挞,0,1,8,,2016-08-29 12:18:04,,,,0,,,caipu/501002.jpg,992
118,1037,179,609941,,,清蒸海鱼,0,1,78,,2016-08-29 12:20:30,,,,0,,,caipu/103002.jpg,992
119,1038,179,609984,,,重庆特色油烧兔,0,1,69,,2016-08-29 12:22:22,,,,0,,,caipu/205004.jpg,992
120,953,180,610039,,,培根紫菜卷,0,1,30,,2016-08-29 11:16:39,,,,0,,,caipu/105003.jpg,1023
121,950,180,609970,,,麻辣小龙虾,0,1,99,,2016-08-29 11:16:56,,,,0,,,caipu/101006.jpg,1023
122,960,180,610024,,,红酒土豆烧鸭腿,0,1,48,,2016-08-29 11:17:56,,,,0,,,caipu/204007.jpg,1023
123,955,180,609980,,,三丝鳝鱼,0,1,55,,2016-08-29 11:17:59,,,,0,,,caipu/106005.jpg,1023
124,962,180,610021,,,爆炒鸡翅,0,1,56,,2016-08-29 11:18:42,,,,0,,,caipu/204004.jpg,1023
125,964,180,609960,,,白胡椒胡萝卜羊肉汤,0,1,35,,2016-08-29 11:18:51,,,,0,,,caipu/202006.jpg,1023
126,965,180,609956,,,孜然羊排,0,1,88,,2016-08-29 11:19:34,,,,0,,,caipu/202002.jpg,1023
127,966,180,609989,,,青岛啤酒罐装,0,1,7,,2016-08-29 11:19:51,,,,0,,,caipu/403004.jpg,1023
128,967,180,609986,,,哈尔滨啤酒罐装,0,4,7,,2016-08-29 11:20:54,,,,0,,,caipu/403001.jpg,1023
129,968,180,609975,,,一品香酥藕,0,1,10,,2016-08-29 11:21:26,,,,0,,,caipu/502005.jpg,1023
130,970,180,610055,,,葡萄奶酥(超酥香的饼干),0,1,9,,2016-08-29 11:21:34,,,,0,,,caipu/501004.jpg,1023
131,969,182,610037,,,辣炒海带丝,0,1,19,,2016-08-18 11:30:23,,,,0,,,caipu/105001.jpg,994
132,972,182,609978,,,爆炒鳝碌,0,1,55,,2016-08-18 11:30:50,,,,0,,,caipu/106003.jpg,994
133,986,182,609960,,,白胡椒胡萝卜羊肉汤,0,1,35,,2016-08-18 11:31:43,,,,0,,,caipu/202006.jpg,994
134,993,182,610021,,,爆炒鸡翅,0,1,56,,2016-08-18 11:32:38,,,,0,,,caipu/204004.jpg,994
135,1020,182,609938,,,小米南瓜粥,0,1,13,,2016-08-18 11:33:36,,,,0,,,caipu/602004.jpg,994
136,1015,182,610011,,,白饭/大碗,0,1,10,,2016-08-18 11:33:51,,,,0,,,caipu/601005.jpg,994
137,1032,182,610014,,,金玉良缘,0,1,30,,2016-08-18 11:34:58,,,,0,,,caipu/302003.jpg,994
138,1034,182,610017,,,酸辣藕丁,0,1,33,,2016-08-18 11:36:46,,,,0,,,caipu/302006.jpg,994
139,1001,187,609970,,,麻辣小龙虾,0,1,99,,2016-08-22 11:37:04,,,,0,,,caipu/101006.jpg,1001
140,999,187,609967,,,香酥两吃大虾,0,1,89,,2016-08-22 11:37:06,,,,0,,,caipu/101002.jpg,1001
141,1003,187,609964,,,避风塘炒蟹,0,1,48,,2016-08-22 11:38:31,,,,0,,,caipu/102004.jpg,1001
142,1006,187,609944,,,水煮鱼,0,1,65,,2016-08-22 11:38:43,,,,0,,,caipu/103005.jpg,1001
143,1009,187,610063,,,蒜香辣花甲,0,1,45,,2016-08-22 11:38:54,,,,0,,,caipu/104002.jpg,1001
144,1012,187,609991,,,香烤牛排,0,1,55,,2016-08-22 11:39:25,,,,0,,,caipu/201001.jpg,1001
145,1014,187,609995,,,党参黄芪炖牛尾,0,1,35,,2016-08-22 11:41:07,,,,0,,,caipu/201005.jpg,1001
146,1016,187,609931,,,焖猪手,0,1,58,,2016-08-22 11:41:23,,,,0,,,caipu/203002.jpg,1001
147,1019,187,610017,,,酸辣藕丁,0,1,33,,2016-08-22 11:42:19,,,,0,,,caipu/302006.jpg,1001
148,1017,187,609954,,,凉拌蒜蓉西兰花,0,1,29,,2016-08-22 11:42:27,,,,0,,,caipu/304001.jpg,1001
149,1018,187,609953,,,凉拌菠菜,0,1,27,,2016-08-22 11:42:45,,,,0,,,caipu/303004.jpg,1001
150,1024,187,609974,,,南瓜枸杞小饼干,0,1,19,,2016-08-22 11:44:10,,,,0,,,caipu/502004.jpg,1001
151,1021,187,610071,,,42度海之蓝,0,1,99,,2016-08-22 11:44:33,,,,0,,,caipu/401004.jpg,1001
152,1022,187,609949,,,意文柠檬汁,0,1,13,,2016-08-22 11:44:58,,,,0,,,caipu/404005.jpg,1001
153,1026,187,609939,,,香菇鸡肉粥,0,1,15,,2016-08-22 11:45:38,,,,0,,,caipu/602005.jpg,1001
154,1027,187,609998,,,清爽拌凉面,0,1,15,,2016-08-22 11:47:03,,,,0,,,caipu/603002.jpg,1001
155,1029,187,610058,,,超人气广式肠粉,0,1,18,,2016-08-22 11:48:20,,,,0,,,caipu/604002.jpg,1001
156,1039,190,609967,,,香酥两吃大虾,0,1,89,,2016-08-14 11:40:07,,,,0,,,caipu/101002.jpg,1480
157,1040,190,609957,,,蒙古烤羊腿,0,1,48,,2016-08-14 11:42:11,,,,0,,,caipu/202003.jpg,1480
158,1041,190,610021,,,爆炒鸡翅,0,1,56,,2016-08-14 11:44:46,,,,0,,,caipu/204004.jpg,1480
159,1044,190,610043,,,肉丁茄子,0,1,39,,2016-08-14 11:48:32,,,,0,,,caipu/305002.jpg,1480
160,1043,190,610030,,,番茄有机花菜,0,1,32,,2016-08-14 11:48:35,,,,0,,,caipu/304004.jpg,1480
161,1045,190,610000,,,酸辣汤面,0,1,16,,2016-08-14 11:50:50,,,,0,,,caipu/603004.jpg,1480
162,1046,190,609935,,,山药养生粥,0,1,19,,2016-08-14 11:51:39,,,,0,,,caipu/602001.jpg,1480
163,1047,190,610060,,,广式虾仁肠粉,0,1,18,,2016-08-14 11:52:05,,,,0,,,caipu/604004.jpg,1480
164,1048,190,610023,,,啤酒鸭,0,1,48,,2016-08-14 11:52:15,,,,0,,,caipu/204006.jpg,1480
165,1049,190,609949,,,意文柠檬汁,0,1,13,,2016-08-14 11:53:14,,,,0,,,caipu/404005.jpg,1480
166,1050,191,609970,,,麻辣小龙虾,0,1,99,,2016-08-24 11:52:29,,,,0,,,caipu/101006.jpg,994
167,1065,191,610050,,,番茄甘蓝,0,1,33,,2016-08-24 11:54:05,,,,0,,,caipu/301004.jpg,994
168,1066,191,610022,,,杭椒鸡珍,0,1,58,,2016-08-24 11:56:24,,,,0,,,caipu/204005.jpg,994
169,1067,191,609953,,,凉拌菠菜,0,1,27,,2016-08-24 12:00:27,,,,0,,,caipu/303004.jpg,994
170,1069,191,610011,,,白饭/大碗,0,1,10,,2016-08-24 12:03:14,,,,0,,,caipu/601005.jpg,994
171,1056,193,609981,,,桂圆枸杞鸽子汤,0,1,48,,2016-08-02 11:20:59,,,,0,,,caipu/205001.jpg,1084
172,1057,193,610024,,,红酒土豆烧鸭腿,0,1,48,,2016-08-02 11:24:02,,,,0,,,caipu/204007.jpg,1084
173,1058,193,609991,,,香烤牛排,0,1,55,,2016-08-02 11:30:04,,,,0,,,caipu/201001.jpg,1084
174,1059,193,610030,,,番茄有机花菜,0,1,32,,2016-08-02 11:30:48,,,,0,,,caipu/304004.jpg,1084
175,1060,193,609949,,,意文柠檬汁,0,1,13,,2016-08-02 11:31:47,,,,0,,,caipu/404005.jpg,1084
176,1063,193,610000,,,酸辣汤面,0,1,16,,2016-08-02 11:32:08,,,,0,,,caipu/603004.jpg,1084
177,1062,193,610053,,,蛋挞,0,1,8,,2016-08-02 11:32:15,,,,0,,,caipu/501002.jpg,1084
178,1064,193,610060,,,广式虾仁肠粉,0,1,18,,2016-08-02 11:33:34,,,,0,,,caipu/604004.jpg,1084
179,1075,195,610041,,,凉拌海带豆芽紫菜,0,1,35,,2016-08-17 11:47:39,,,,0,,,caipu/105005.jpg,1252
180,1077,195,610020,,,泡椒凤爪,0,1,58,,2016-08-17 11:48:02,,,,0,,,caipu/204003.jpg,1252
181,1079,195,609981,,,桂圆枸杞鸽子汤,0,1,48,,2016-08-17 11:48:16,,,,0,,,caipu/205001.jpg,1252
182,1078,195,609944,,,水煮鱼,0,1,65,,2016-08-17 11:48:36,,,,0,,,caipu/103005.jpg,1252
183,1080,195,609985,,,三色凉拌手撕兔,0,1,66,,2016-08-17 11:48:58,,,,0,,,caipu/205005.jpg,1252
184,1083,195,610066,,,辣炒田螺,0,1,35,,2016-08-17 11:50:01,,,,0,,,caipu/104005.jpg,1252
185,1081,195,610063,,,蒜香辣花甲,0,1,45,,2016-08-17 11:50:49,,,,0,,,caipu/104002.jpg,1252
186,1084,195,609991,,,香烤牛排,0,1,55,,2016-08-17 11:52:24,,,,0,,,caipu/201001.jpg,1252
187,1085,195,609931,,,焖猪手,0,1,58,,2016-08-17 11:52:45,,,,0,,,caipu/203002.jpg,1252
188,1088,195,610030,,,番茄有机花菜,0,1,32,,2016-08-17 11:53:11,,,,0,,,caipu/304004.jpg,1252
189,1087,195,609953,,,凉拌菠菜,0,1,27,,2016-08-17 11:53:34,,,,0,,,caipu/303004.jpg,1252
190,1086,195,610014,,,金玉良缘,0,1,30,,2016-08-17 11:53:45,,,,0,,,caipu/302003.jpg,1252
191,1104,195,610035,,,黄尾袋鼠西拉子红葡萄酒,0,1,46,,2016-08-17 11:54:13,,,,0,,,caipu/402004.jpg,1252
192,1103,195,610033,,,张裕葡萄酒张裕赤霞珠干红,0,1,32,,2016-08-17 11:54:25,,,,0,,,caipu/402002.jpg,1252
193,1101,195,610011,,,白饭/大碗,0,2,10,,2016-08-17 11:54:44,,,,0,,,caipu/601005.jpg,1252
194,1105,196,609961,,,姜葱炒花蟹,0,1,45,,2016-08-17 11:33:44,,,,0,,,caipu/102001.jpg,1545
195,1106,196,610040,,,海带结豆腐汤,0,1,30,,2016-08-17 11:35:18,,,,0,,,caipu/105004.jpg,1545
196,1107,196,609980,,,三丝鳝鱼,0,1,55,,2016-08-17 11:36:16,,,,0,,,caipu/106005.jpg,1545
197,1110,196,609991,,,香烤牛排,0,1,55,,2016-08-17 11:37:03,,,,0,,,caipu/201001.jpg,1545
198,1109,196,610026,,,玉竹南北杏鸭腿汤,0,1,35,,2016-08-17 11:37:43,,,,0,,,caipu/204009.jpg,1545
199,1112,196,610023,,,啤酒鸭,0,1,48,,2016-08-17 11:39:13,,,,0,,,caipu/204006.jpg,1545
200,1114,196,610012,,,香菇鹌鹑蛋,0,1,39,,2016-08-17 11:41:18,,,,0,,,caipu/302001.jpg,1545
201,1113,196,610048,,,拌土豆丝,0,1,25,,2016-08-17 11:41:23,,,,0,,,caipu/301002.jpg,1545
202,1115,196,610031,,,糖醋蕃茄溜青花,0,1,33,,2016-08-17 11:43:13,,,,0,,,caipu/304005.jpg,1545
203,1118,196,610052,,,黄油曲奇饼干,0,1,16,,2016-08-17 11:44:19,,,,0,,,caipu/501001.jpg,1545
204,1119,196,610011,,,白饭/大碗,0,1,10,,2016-08-17 11:47:10,,,,0,,,caipu/601005.jpg,1545
205,1121,196,609938,,,小米南瓜粥,0,1,13,,2016-08-17 11:48:18,,,,0,,,caipu/602004.jpg,1545
206,1122,196,609936,,,皮蛋瘦肉粥,0,1,16,,2016-08-17 11:49:04,,,,0,,,caipu/602002.jpg,1545
207,1092,199,609967,,,香酥两吃大虾,0,1,89,,2016-08-25 13:58:12,,,,0,,,caipu/101002.jpg,996
208,1093,199,610010,,,白饭/小碗,0,2,1,,2016-08-25 13:59:40,,,,0,,,caipu/601004.jpg,996
209,1095,199,610050,,,番茄甘蓝,0,1,33,,2016-08-25 14:03:50,,,,0,,,caipu/301004.jpg,996
210,1097,200,609968,,,油焖麻辣虾,0,1,65,,2016-08-21 13:02:50,,,,0,,,caipu/101003.jpg,1340
211,1099,200,610014,,,金玉良缘,0,1,30,,2016-08-21 13:07:52,,,,0,,,caipu/302003.jpg,1340
212,1100,200,610058,,,超人气广式肠粉,0,2,18,,2016-08-21 13:11:01,,,,0,,,caipu/604002.jpg,1340
213,1108,201,609975,,,一品香酥藕,0,1,10,,2016-08-07 11:11:42,,,,0,,,caipu/502005.jpg,1478
214,1111,201,609934,,,芹菜炒腰花,0,1,18,,2016-08-07 11:12:50,,,,0,,,caipu/203005.jpg,1478
215,1116,201,609967,,,香酥两吃大虾,0,1,89,,2016-08-07 11:16:47,,,,0,,,caipu/101002.jpg,1478
216,1117,201,610010,,,白饭/小碗,0,2,1,,2016-08-07 11:19:54,,,,0,,,caipu/601004.jpg,1478
217,1131,203,610064,,,花蛤蒸蛋,0,1,37,,2016-08-06 13:13:30,,,,0,,,caipu/104003.jpg,1250
218,1132,203,610039,,,培根紫菜卷,0,1,30,,2016-08-06 13:14:04,,,,0,,,caipu/105003.jpg,1250
219,1133,203,609979,,,鲜美鳝鱼,0,1,55,,2016-08-06 13:17:44,,,,0,,,caipu/106004.jpg,1250
220,1134,203,609992,,,番茄炖牛腩,0,1,35,,2016-08-06 13:18:22,,,,0,,,caipu/201002.jpg,1250
