³µÁ¾±àÂë,mileage,avg_speed,sd_speed,sd_speed_diff,speed_plus,speed_minus,tired,slip,dscs,plus_rate,minus_rate,tired_rate,slip_rate,dscs_rate,labels
AA00317,3291,67.48487302409951,28.409582832652287,2.9987537542271347,3,1,2,5,80,0.0009115770282588881,0.0003038590094196293,0.0006077180188392585,0.0015192950470981465,0.024308720753570344,0
AA00322,2504,47.465866196929944,24.102203147612208,1.959119448648316,6,5,3,13,119,0.0023961661341853034,0.0019968051118210857,0.0011980830670926515,0.005191693290734824,0.04752396166134185,0
AA00324,2599,62.41931385006353,27.826244628449587,2.076998836987089,2,6,7,25,92,0.0007695267410542518,0.002308580223162755,0.002693343593689881,0.009619084263178146,0.035398230088495575,0
AA00325,429,34.19486835485494,20.88958845327943,2.3491879497084738,4,5,6,14,49,0.009324009324009324,0.011655011655011656,0.013986013986013986,0.03263403263403263,0.11421911421911422,0
AA00345,1691,28.781077348066297,13.669126843861498,1.6505480478001981,2,2,1,10,28,0.0011827321111768185,0.0011827321111768185,0.0005913660555884093,0.005913660555884093,0.01655824955647546,1
AA00346,1593,38.95213358070501,17.7941978956695,1.990780640410392,3,2,3,14,74,0.0018832391713747645,0.0012554927809165098,0.0018832391713747645,0.008788449466415568,0.04645323289391086,1
AA00364,3716,51.514329447013615,24.635100396211158,2.205542689198579,5,9,7,23,129,0.0013455328310010765,0.0024219590958019376,0.001883745963401507,0.00618945102260495,0.03471474703982777,0
AA00374,3890,52.375173210161655,24.454293658146163,1.608878388670751,1,3,3,27,80,0.00025706940874035993,0.0007712082262210797,0.0007712082262210797,0.006940874035989717,0.02056555269922879,0
AA00377,1929,36.06743552779113,18.39749207682013,1.90939986004444,8,11,6,12,96,0.00414722654224987,0.005702436495593572,0.0031104199066874032,0.0062208398133748065,0.04976671850699845,1
AA00381,4644,29.17390625,12.988777862686367,1.840628316307032,5,2,2,1,51,0.0010766580534022397,0.0004306632213608958,0.0004306632213608958,0.0002153316106804479,0.010981912144702842,1
AA00382,1987,49.98219749652295,26.346555570742606,2.4128265061389422,0,0,4,0,39,0.0,0.0,0.0020130850528434826,0.0,0.01962757926522396,0
AA00388,2036,58.248649729945996,27.30358369909918,2.1852715881132383,2,1,2,13,80,0.0009823182711198428,0.0004911591355599214,0.0009823182711198428,0.0063850687622789785,0.03929273084479371,0
AA00404,3273,59.65700780928894,22.97327270866148,1.920068068283204,2,2,2,11,70,0.0006110601894286588,0.0006110601894286588,0.0006110601894286588,0.003360831041857623,0.021387106630003056,0
AA00408,1127,41.13239006634181,19.360670999263828,1.822557133142153,4,6,8,6,94,0.0035492457852706297,0.005323868677905946,0.007098491570541259,0.005323868677905946,0.0834072759538598,1
AA00422,3889,43.49666619378635,26.245953478663782,2.341181646952689,1,4,2,8,45,0.00025713551041398817,0.0010285420416559527,0.0005142710208279762,0.002057084083311905,0.011571097968629469,0
AA00430,1848,66.32207865168539,24.7562142046522,2.017364768938946,2,2,7,12,51,0.0010822510822510825,0.0010822510822510825,0.0037878787878787884,0.006493506493506494,0.0275974025974026,0
AA00434,1899,39.65656350053362,19.112291946596716,1.5802809944209617,2,1,2,4,66,0.00105318588730911,0.000526592943654555,0.00105318588730911,0.00210637177461822,0.03475513428120063,1
AA00439,3028,47.678540432436506,23.86065297876307,2.390606994280376,5,4,5,10,111,0.0016512549537648616,0.001321003963011889,0.0016512549537648616,0.003302509907529723,0.03665785997357992,0
AA00445,2440,58.92229144222212,27.378303563145753,2.198975184960181,11,7,9,25,146,0.004508196721311476,0.002868852459016393,0.003688524590163935,0.010245901639344263,0.05983606557377049,0
AA00455,2684,47.02388957706601,24.233741929472558,2.5721431747959045,10,8,2,0,63,0.003725782414307005,0.002980625931445604,0.0007451564828614009,0.0,0.023472429210134132,0
AA00456,2530,52.76378525932666,22.83564887532652,1.4408227292102171,0,1,2,12,47,0.0,0.00039525691699604737,0.000790513833992095,0.00474308300395257,0.01857707509881423,0
AA00460,2035,39.60580589254766,17.369682673275758,2.3382211450222177,0,3,3,12,65,0.0,0.0014742014742014742,0.0014742014742014742,0.005896805896805897,0.031941031941031935,1
AB00005,37098,78.99744731374295,25.04548890931588,3.5686199592427896,1,0,2,10,62,2.6955631031322446e-05,0.0,5.391126206264489e-05,0.00026955631031322445,0.0016712491239419913,0
AB00006,12200,37.18666343120602,12.48736329002101,2.0104105300300708,8,17,18,31,394,0.0006557377049180327,0.0013934426229508198,0.0014754098360655738,0.002540983606557377,0.03229508196721311,1
AB00007,16550,58.011435035335495,23.79632660348785,3.0965248472301297,10,9,16,25,299,0.0006042296072507553,0.0005438066465256798,0.0009667673716012083,0.0015105740181268882,0.018066465256797583,0
AB00008,1045,43.89482894250991,13.866120348726914,2.011565732648116,6,17,8,18,269,0.005741626794258372,0.016267942583732056,0.007655502392344499,0.01722488038277512,0.2574162679425837,2
AB00010,2037,50.10346666666667,19.18499709920516,2.2295808063382925,6,2,4,11,92,0.0029455081001472753,0.0009818360333824251,0.0019636720667648502,0.005400098183603338,0.04516445753559156,1
AB00011,12874,41.52212397166865,16.398609693751126,2.2002159835324515,10,42,19,29,429,0.0007767593599502874,0.003262389311791207,0.0014758427839055464,0.002252602143855833,0.03332297654186733,1
AB00012,2235,83.68031854379976,20.62889690178298,2.510127628089482,6,3,7,2,108,0.002684563758389261,0.0013422818791946306,0.003131991051454139,0.0008948545861297539,0.04832214765100671,0
AB00191,2539,51.28295915339729,16.754841127353387,1.9213989598217247,4,5,3,7,60,0.0015754233950374162,0.0019692792437967705,0.0011815675462780624,0.002756990941315479,0.023631350925561245,1
AB00198,1607,42.02178257394085,17.110762770193123,2.314445217321641,1,10,3,6,99,0.0006222775357809582,0.006222775357809583,0.001866832607342875,0.00373366521468575,0.06160547604231487,1
AB00200,1875,46.602771121991864,15.666796812881035,2.2998690898329044,1,4,2,0,52,0.0005333333333333334,0.002133333333333333,0.0010666666666666667,0.0,0.02773333333333333,1
AB00201,6100,61.086227308603,22.07233801613336,2.2949861986333167,0,0,1,0,25,0.0,0.0,0.00016393442622950817,0.0,0.004098360655737704,0
AB00206,2373,41.159234053345735,15.819592515218195,2.4034812137065447,6,8,4,3,120,0.0025284450063211127,0.00337126000842815,0.001685630004214075,0.0012642225031605564,0.05056890012642225,1
AB00210,1782,43.90201105413864,14.3394497159815,2.075945571460461,11,23,11,34,244,0.006172839506172839,0.012906846240179574,0.006172839506172839,0.019079685746352413,0.13692480359147025,1
AB00215,2731,42.3308043760741,15.97443058415254,2.087292015105654,1,18,5,6,108,0.0003661662394727206,0.006590992310508971,0.001830831197363603,0.0021969974368363236,0.03954595386305383,1
AB00230,3377,47.90856438340454,13.106426074438806,2.0401883323462298,4,6,5,13,101,0.0011844832691738226,0.0017767249037607344,0.0014806040864672786,0.003849570624814925,0.029908202546639024,1
AB00234,977,72.8018947015426,23.543682514630603,2.2384721264733587,4,1,1,0,56,0.004094165813715456,0.001023541453428864,0.001023541453428864,0.0,0.057318321392016376,0
AB00237,2092,40.31934940339053,14.325024510522953,1.8997690304594577,2,3,6,12,119,0.0009560229445506693,0.0014340344168260039,0.0028680688336520078,0.0057361376673040155,0.05688336520076483,1
AB00240,3690,52.3859309783162,16.103781103242707,1.8390436635359468,2,9,1,0,39,0.0005420054200542005,0.0024390243902439024,0.00027100271002710027,0.0,0.01056910569105691,1
AB00257,5588,64.29038395019025,23.142033006832442,2.5623210018252465,4,10,2,4,89,0.0007158196134574088,0.0017895490336435219,0.00035790980672870435,0.0007158196134574088,0.015926986399427346,0
AB00261,6497,70.94963223536936,23.012215489716528,1.7294348881994264,1,1,1,6,31,0.00015391719255040788,0.00015391719255040788,0.00015391719255040788,0.0009235031553024472,0.004771432969062643,0
AB00265,7349,61.6187312134156,26.27105838178848,2.536908115917928,2,0,1,0,28,0.00027214587018642,0.0,0.00013607293509320997,0.0,0.003810042182609879,0
AB00276,4967,65.87466487935657,27.71111460906927,2.9183034595038717,1,3,2,5,32,0.00020132876988121604,0.0006039863096436481,0.00040265753976243213,0.0010066438494060802,0.006442520636198913,0
AB00284,-1408,52.10792358416556,18.245138321928962,1.7458875279566752,3,2,7,5,117,-0.002130681818181818,-0.0014204545454545455,-0.004971590909090909,-0.003551136363636363,-0.08309659090909091,1
AB00319,5769,75.64020070838251,23.432405936486923,1.94183118457458,1,3,1,0,26,0.00017334026694401108,0.0005200208008320333,0.00017334026694401108,0.0,0.004506846940544288,0
AB00333,6458,75.82446452476573,24.46653337867943,2.8770513623155463,5,2,1,2,23,0.000774233508826262,0.00030969340353050485,0.00015484670176525242,0.00030969340353050485,0.0035614741406008047,0
AB00334,1645,51.077338296882274,15.857557929801409,1.9667276147010415,1,14,6,7,99,0.0006079027355623102,0.00851063829787234,0.00364741641337386,0.00425531914893617,0.060182370820668685,1
AB00336,3010,51.819085631349786,16.438791442466936,1.998841277385832,2,7,6,10,114,0.000664451827242525,0.002325581395348837,0.0019933554817275745,0.003322259136212625,0.037873754152823916,1
AB00351,6683,67.73151245621632,21.913940831934337,2.4205123564113737,3,2,6,3,109,0.00044890019452341757,0.00029926679634894514,0.0008978003890468351,0.00044890019452341757,0.01631004040101751,0
AB00354,3670,51.77401631376528,15.221901846120598,1.7830791297612885,0,5,3,11,78,0.0,0.0013623978201634875,0.0008174386920980928,0.002997275204359673,0.02125340599455041,1
AB00360,2718,43.93761039616452,14.608805223240664,2.0601978349756567,0,1,1,7,73,0.0,0.0003679175864606328,0.0003679175864606328,0.0025754231052244297,0.026857983811626195,1
AB00362,1373,46.21698400609292,15.783509698837571,1.6506180583706485,5,4,2,0,73,0.0036416605972323384,0.0029133284777858705,0.0014566642388929353,0.0,0.05316824471959213,1
AB00363,3606,47.020610613502846,16.40776739562853,2.2282162589894874,3,2,1,1,59,0.0008319467554076539,0.0005546311702717693,0.0002773155851358846,0.0002773155851358846,0.01636161952301719,1
AB00365,4897,68.69822603149292,22.757440375870573,3.6863606297536564,2,3,2,4,60,0.0004084133142740453,0.0006126199714110679,0.0004084133142740453,0.0008168266285480906,0.01225239942822136,0
AB00370,3250,47.69080208658434,15.064707596725647,1.8854251596948832,1,0,4,6,77,0.00030769230769230765,0.0,0.0012307692307692306,0.0018461538461538461,0.02369230769230769,1
AB00380,1832,36.80537293130809,14.777434535432624,2.089013700742788,5,6,0,3,53,0.002729257641921397,0.003275109170305677,0.0,0.0016375545851528386,0.028930131004366814,1
AB00386,8909,70.03506101938262,23.990740131862005,3.879689233870653,4,5,2,7,115,0.0004489841733078909,0.0005612302166348637,0.00022449208665394546,0.0007857223032888091,0.012908294982601863,0
AB00395,3462,56.096691829484904,19.00559882164557,1.838097422178228,0,2,1,0,35,0.0,0.0005777007510109763,0.00028885037550548814,0.0,0.010109763142692086,1
AB00407,1597,32.240916610501806,11.298238263076694,1.8450840619144504,0,1,4,0,66,0.0,0.0006261740763932372,0.0025046963055729487,0.0,0.04132748904195367,1
AB00425,4874,53.86200242167399,13.887744458666722,1.9460211484949796,2,5,2,8,84,0.0004103405826836274,0.0010258514567090683,0.0004103405826836274,0.0016413623307345096,0.01723430447271235,1
AB00435,430,49.945718013232685,15.361554094958572,2.1068393101375387,0,3,6,0,92,0.0,0.0069767441860465115,0.013953488372093023,0.0,0.21395348837209305,2
AB00440,2276,41.64468023255814,15.794716814752176,2.365566149089907,8,21,5,9,161,0.0035149384885764497,0.00922671353251318,0.0021968365553602814,0.003954305799648506,0.07073813708260106,1
AB00451,1836,44.006837173968094,17.063841332837047,2.0082494785866563,2,2,1,6,47,0.0010893246187363835,0.0010893246187363835,0.0005446623093681918,0.0032679738562091504,0.025599128540305008,1
AB00452,3377,43.316961073326986,14.100173913891465,1.8568606483618149,5,5,5,12,178,0.0014806040864672786,0.0014806040864672786,0.0014806040864672786,0.0035534498075214687,0.05270950547823512,1
AB00453,2909,49.218449125064964,15.038906195355027,2.0181156526363813,8,17,4,13,119,0.002750085940185631,0.005843932622894466,0.0013750429700928155,0.00446888965280165,0.040907528360261264,1
AB00457,2069,41.285526315789475,15.570892243198884,1.9535390676313904,2,1,0,0,42,0.0009666505558240695,0.00048332527791203475,0.0,0.0,0.020299661672305458,1
AB00458,2410,50.135497166409074,15.564307070987166,1.9771494736154247,1,2,3,7,78,0.00041493775933609963,0.0008298755186721991,0.0012448132780082989,0.0029045643153526968,0.03236514522821577,1
AB00465,2484,65.0865756097561,21.79525070845237,10.435800516914718,1201,1212,5,1,148,0.4834943639291465,0.4879227053140097,0.0020128824476650558,0.00040257648953301127,0.059581320450885676,0
AD00003,15138,50.412529347763844,16.412584492764303,1.4115100698160958,2,9,5,11,127,0.0001321178491214163,0.0005945303210463732,0.00033029462280354075,0.0007266481701677898,0.008389483419209936,1
AD00009,572,46.13891844241115,23.241662666570647,1.3348329749240613,4,9,4,13,104,0.006993006993006993,0.015734265734265736,0.006993006993006993,0.022727272727272728,0.18181818181818185,0
AD00013,7565,39.40371320068811,13.675179969397108,2.0027540206233083,5,49,14,25,366,0.0006609385327164572,0.006477197620621282,0.001850627891606081,0.003304692663582287,0.04838070059484468,1
AD00014,11905,41.87319830428639,14.674495949193982,1.8014334741442828,6,29,10,9,239,0.000503989920201596,0.0024359512809743805,0.0008399832003359932,0.0007559848803023938,0.02007559848803024,1
AD00015,269,45.47492114540171,13.851754992280181,2.17845468018267,2,4,1,4,70,0.007434944237918215,0.01486988847583643,0.0037174721189591076,0.01486988847583643,0.26022304832713755,2
AD00016,513,50.4274078862314,15.779537163270115,1.9230671903374321,2,13,5,9,108,0.0038986354775828462,0.025341130604288498,0.009746588693957114,0.017543859649122806,0.21052631578947367,2
AD00017,10249,45.56475877572194,15.076578911344063,2.0943577058894136,4,18,10,19,231,0.0003902819787296322,0.0017562689042833447,0.0009757049468240805,0.0018538393989657527,0.022538784271636258,1
AD00018,508,49.14757427395126,16.702641996152522,2.068790339833679,4,29,5,18,163,0.007874015748031496,0.05708661417322835,0.00984251968503937,0.03543307086614173,0.32086614173228345,2
AD00019,6264,62.963635526497534,29.51230668132235,2.2747269452755203,32,27,20,74,302,0.005108556832694764,0.004310344827586207,0.0031928480204342275,0.01181353767560664,0.04821200510855683,0
AD00020,7543,57.65039624608968,27.197794763343307,2.290223438689868,11,12,16,62,261,0.0014583057139069336,0.0015908789606257456,0.002121171947500994,0.008219541296566353,0.03460161739360997,0
AD00021,9003,61.10378265482032,26.38306449805672,2.4308650377174468,22,25,17,67,344,0.0024436299011440627,0.0027768521603909807,0.0018882594690658669,0.00744196378984783,0.03820948572697989,0
AD00022,7928,61.41053619915243,25.231013928918106,2.4957371984395595,8,8,15,57,357,0.001009081735620585,0.001009081735620585,0.0018920282542885974,0.00718970736629667,0.04503027245206862,0
AD00023,1026,69.37039830703796,23.80259612798427,1.6281140391317892,1,0,5,15,93,0.0009746588693957113,0.0,0.004873294346978557,0.014619883040935672,0.09064327485380116,0
AD00024,455,51.1201656097,24.63781314639614,2.499057374527019,11,24,8,33,108,0.024175824175824177,0.05274725274725275,0.017582417582417582,0.07252747252747252,0.2373626373626373,0
AD00025,21534,49.0432484706729,13.705645718753257,2.0561755293038373,5,17,8,23,150,0.00023219095384043837,0.0007894492430574905,0.0003715055261447014,0.0010680783876660166,0.00696572861521315,1
AD00026,16380,68.53663698086588,23.6978099010038,2.011954446166209,4,4,3,8,60,0.0002442002442002442,0.0002442002442002442,0.00018315018315018315,0.0004884004884004884,0.0036630036630036634,0
AD00027,9887,61.943347596940214,24.571051922477327,1.9271765775863825,10,10,17,48,310,0.0010114291493880851,0.0010114291493880851,0.001719429553959745,0.00485485991706281,0.031354303631030644,0
AD00037,935,62.364076837320994,25.504447254473487,1.6409743073259218,0,2,7,18,102,0.0,0.0021390374331550803,0.007486631016042781,0.019251336898395727,0.10909090909090907,0
AD00038,1259,57.95774574865201,23.00116300068387,2.03356757560142,6,11,7,7,150,0.004765687053216839,0.008737092930897538,0.005559968228752979,0.005559968228752979,0.11914217633042096,0
AD00039,759,41.879678553832036,14.52533427712744,1.794431004035661,9,15,12,20,193,0.011857707509881422,0.01976284584980237,0.015810276679841896,0.026350461133069828,0.25428194993412384,2
AD00040,780,57.955790970168074,27.114428625494718,2.273192612276579,9,9,7,31,128,0.01153846153846154,0.01153846153846154,0.008974358974358974,0.039743589743589734,0.1641025641025641,0
AD00041,1189,62.98532590341101,27.492194172693658,2.4407587614735515,15,14,11,40,183,0.012615643397813287,0.011774600504625737,0.009251471825063078,0.0336417157275021,0.15391084945332212,0
AD00043,1560,60.838334338238134,28.017018958617342,2.450665090117359,11,2,10,50,228,0.007051282051282051,0.001282051282051282,0.00641025641025641,0.03205128205128205,0.14615384615384616,0
AD00046,710,45.91920875701506,15.43547373761201,2.1915269634738626,6,17,6,20,214,0.008450704225352112,0.023943661971830985,0.008450704225352112,0.028169014084507043,0.3014084507042253,2
AD00048,1199,61.45603296954896,28.189752393611823,2.1613761232020385,13,29,12,41,200,0.01084236864053378,0.02418682235195997,0.010008340283569641,0.03419516263552961,0.16680567139282734,0
AD00050,1709,76.43168088480036,23.166818209506946,2.9458739316534936,5,11,4,6,136,0.002925687536571094,0.006436512580456407,0.0023405500292568754,0.003510825043885313,0.07957870099473376,0
AD00053,779,51.89650137258338,26.655208171794637,2.039011226668437,12,16,12,48,149,0.015404364569961491,0.02053915275994865,0.015404364569961491,0.061617458279845966,0.19127086007702185,0
AD00057,870,54.78169307756464,27.355905532494212,2.3273177782073096,18,17,9,49,171,0.020689655172413796,0.019540229885057468,0.010344827586206895,0.056321839080459776,0.19655172413793104,0
AD00058,833,47.900568658525216,16.42827618091616,1.852895672340903,3,22,9,32,205,0.003601440576230492,0.02641056422569028,0.010804321728691477,0.03841536614645858,0.2460984393757503,2
AD00064,610,43.151502416474045,14.680083184581886,1.7863897883137734,1,0,6,25,160,0.001639344262295082,0.0,0.009836065573770493,0.04098360655737705,0.26229508196721313,2
AD00065,1119,57.43948854722309,28.114977412961803,2.7145436854838016,17,22,8,35,212,0.015192135835567468,0.01966041108132261,0.0071492403932082215,0.03127792672028597,0.18945487042001788,0
AD00067,572,40.97137638945743,13.749039455109394,2.42171655718101,2,18,7,4,130,0.0034965034965034965,0.03146853146853147,0.012237762237762238,0.006993006993006993,0.2272727272727273,2
AD00068,895,40.40652107976949,17.22554567080207,1.9607310576174424,7,18,14,59,377,0.00782122905027933,0.02011173184357542,0.01564245810055866,0.0659217877094972,0.4212290502793296,2
AD00070,713,49.98867826313278,25.591523700755626,2.3296685520870133,7,11,7,44,160,0.009817671809256662,0.015427769985974752,0.009817671809256662,0.06171107994389901,0.2244039270687237,0
AD00072,1130,44.952952979036645,16.338929843203967,1.6993324574786082,1,1,9,28,247,0.0008849557522123895,0.0008849557522123895,0.007964601769911504,0.024778761061946902,0.21858407079646014,2
AD00073,922,57.90377633496754,25.93075428530885,1.8634505997398776,2,1,7,28,123,0.0021691973969631237,0.0010845986984815619,0.0075921908893709315,0.030368763557483733,0.1334056399132321,0
AD00074,881,57.98255327068019,27.38555065263596,2.4580041079449377,1,6,7,34,87,0.0011350737797956867,0.00681044267877412,0.007945516458569807,0.03859250851305335,0.09875141884222474,0
AD00075,1116,59.34641482069787,23.603539633290463,2.351422966816935,10,8,9,35,133,0.008960573476702509,0.007168458781362006,0.008064516129032258,0.03136200716845878,0.11917562724014336,0
AD00076,797,51.01419831223629,24.06202842467783,2.671966432461626,4,15,8,37,183,0.005018820577164366,0.018820577164366373,0.010037641154328732,0.04642409033877039,0.2296110414052697,0
AD00077,327,30.543963983992885,11.373512305024722,2.7385140666624164,17,5,12,21,335,0.051987767584097865,0.01529051987767584,0.03669724770642202,0.06422018348623854,1.0244648318042813,2
