,rule,support,confidence
课程130---课程135---课程31,课程130---课程135---课程31,0.09159586852599509,0.98718633208756
课程135---课程31---课程130,课程135---课程31---课程130,0.09159586852599509,0.9635226680562792
课程135---课程26---课程130,课程135---课程26---课程130,0.09157109949718871,0.9615084525357607
课程130---课程135---课程26,课程130---课程135---课程26,0.09157109949718871,0.9869193806727175
课程130---课程26---课程135,课程130---课程26---课程135,0.09157109949718871,0.9582685329186106
课程17---课程34---课程31,课程17---课程34---课程31,0.09129864018031852,0.9487773487773488
课程31---课程34---课程17,课程31---课程34---课程17,0.09129864018031852,0.9069881889763779
课程148---课程31,课程148---课程31,0.09119956406509301,0.9900510890024201
课程148---课程17,课程148---课程17,0.09117479503628663,0.989782199515999
课程148---课程17---课程31,课程148---课程17---课程31,0.0910757189210611,0.9989133387666395
课程148---课程31---课程17,课程148---课程31---课程17,0.0910757189210611,0.998642042368278
课程148---课程26,课程148---课程26,0.09105094989225472,0.9884377520838935
课程148---课程26---课程17,课程148---课程26---课程17,0.09100141183464196,0.999455930359086
课程148---课程40,课程148---课程40,0.09100141183464196,0.9878999731110514
课程148---课程17---课程26,课程148---课程17---课程26,0.09100141183464196,0.998098342841619
课程17---课程26---课程148,课程17---课程26---课程148,0.09100141183464196,0.8327289211242067
课程40---课程148,课程40---课程148,0.09100141183464196,0.9152964623816641
课程148---课程31---课程26,课程148---课程31---课程26,0.09097664280583559,0.9975556762629006
课程26---课程31---课程148,课程26---课程31---课程148,0.09097664280583559,0.8231734648139848
课程148---课程26---课程31,课程148---课程26---课程31,0.09097664280583559,0.9991838955386291
课程141---课程171---课程34,课程141---课程171---课程34,0.09095187377702921,0.9680991299762721
课程141---课程34---课程171,课程141---课程34---课程171,0.09095187377702921,0.9415384615384615
课程171---课程34---课程141,课程171---课程34---课程141,0.09095187377702921,0.9540140296180826
课程40---课程26,课程40---课程26,0.09095187377702921,0.9147982062780269
课程141---课程29,课程141---课程29,0.09092710474822283,0.8288552720704448
课程29---课程141,课程29---课程141,0.09092710474822283,0.9182091045522762
课程148---课程133,课程148---课程133,0.0908280286329973,0.9860177467061039
课程133---课程148,课程133---课程148,0.0908280286329973,0.8579784744969583
课程26---课程40---课程17,课程26---课程40---课程17,0.09080325960419092,0.9983660130718953
课程17---课程26---课程40,课程17---课程26---课程40,0.09080325960419092,0.8309156844968268
课程17---课程40---课程26,课程17---课程40---课程26,0.09080325960419092,0.9768185451638689
课程26---课程31---课程40,课程26---课程31---课程40,0.09077849057538454,0.821380546839982
课程26---课程40---课程31,课程26---课程40---课程31,0.09077849057538454,0.9980936819172113
课程31---课程40---课程26,课程31---课程40---课程26,0.09077849057538454,0.9762919552477357
课程148---课程130,课程148---课程130,0.09075372154657815,0.9852110782468405
课程130---课程148,课程130---课程148,0.09075372154657815,0.8378687399954264
课程133---课程148---课程17,课程133---课程148---课程17,0.0907041834889654,0.9986364875920372
课程130---课程133---课程148,课程130---课程133---课程148,0.0907041834889654,0.9030826140567201
课程148---课程31---课程133,课程148---课程31---课程133,0.0907041834889654,0.9945681694731124
课程133---课程17---课程148,课程133---课程17---课程148,0.0907041834889654,0.8896987366375122
课程148---课程17---课程133,课程148---课程17---课程133,0.0907041834889654,0.9948383591415376
课程133---课程31---课程148,课程133---课程31---课程148,0.0907041834889654,0.9341836734693878
课程133---课程148---课程130,课程133---课程148---课程130,0.0907041834889654,0.9986364875920372
课程133---课程148---课程31,课程133---课程148---课程31,0.0907041834889654,0.9986364875920372
课程130---课程148---课程133,课程130---课程148---课程133,0.0907041834889654,0.9994541484716158
课程148---课程40---课程31,课程148---课程40---课程31,0.09062987640254626,0.9959172563962984
课程148---课程31---课程40,课程148---课程31---课程40,0.09062987640254626,0.9937533948940793
课程31---课程40---课程148,课程31---课程40---课程148,0.09062987640254626,0.9746936600958978
课程148---课程40---课程17,课程148---课程40---课程17,0.09060510737373988,0.9956450734893849
课程130---课程17---课程148,课程130---课程17---课程148,0.09060510737373988,0.8524819389419717
课程148---课程17---课程40,课程148---课程17---课程40,0.09060510737373988,0.9937516979081771
课程17---课程40---课程148,课程17---课程40---课程148,0.09060510737373988,0.9746869171329603
课程148---课程17---课程130,课程148---课程17---课程130,0.09060510737373988,0.9937516979081771
课程148---课程26---课程40,课程148---课程26---课程40,0.09060510737373988,0.9951033732317737
课程130---课程148---课程31,课程130---课程148---课程31,0.09060510737373988,0.9983624454148472
课程148---课程40---课程26,课程148---课程40---课程26,0.09060510737373988,0.9956450734893849
课程130---课程148---课程17,课程130---课程148---课程17,0.09060510737373988,0.9983624454148472
课程26---课程40---课程148,课程26---课程40---课程148,0.09060510737373988,0.9961873638344226
课程130---课程31---课程148,课程130---课程31---课程148,0.09060510737373988,0.8898078326441254
课程148---课程31---课程130,课程148---课程31---课程130,0.09060510737373988,0.993481803367735
课程133---课程26---课程148,课程133---课程26---课程148,0.0905803383449335,0.9300610376398779
课程148---课程26---课程133,课程148---课程26---课程133,0.0905803383449335,0.9948313384113167
课程133---课程148---课程26,课程133---课程148---课程26,0.0905803383449335,0.9972729751840742
课程130---课程148---课程26,课程130---课程148---课程26,0.09055556931612711,0.9978165938864629
课程130---课程26---课程148,课程130---课程26---课程148,0.09055556931612711,0.9476412649040953
课程148---课程26---课程130,课程148---课程26---课程130,0.09055556931612711,0.9945593035908596
课程40---课程133,课程40---课程133,0.09045649320090159,0.909815645241654
课程133---课程40,课程133---课程40,0.09045649320090159,0.8544688816097332
课程29---课程171,课程29---课程171,0.09043172417209522,0.9132066033016509
课程130---课程40,课程130---课程40,0.09040695514328884,0.8346672764692431
课程40---课程130,课程40---课程130,0.09040695514328884,0.909317389138017
课程133---课程40---课程31,课程133---课程40---课程31,0.09035741708567607,0.9989047097480833
课程133---课程40---课程130,课程133---课程40---课程130,0.09035741708567607,0.9989047097480833
课程26---课程40---课程130,课程26---课程40---课程130,0.09035741708567607,0.9934640522875817
课程133---课程40---课程17,课程133---课程40---课程17,0.09035741708567607,0.9989047097480833
课程130---课程17---课程40,课程130---课程17---课程40,0.09035741708567607,0.8501514798415288
课程130---课程133---课程40,课程130---课程133---课程40,0.09035741708567607,0.8996300863131936
课程133---课程17---课程40,课程133---课程17---课程40,0.09035741708567607,0.8862973760932945
课程130---课程31---课程40,课程130---课程31---课程40,0.09035741708567607,0.8873753344684991
课程130---课程40---课程31,课程130---课程40---课程31,0.09035741708567607,0.9994520547945205
课程130---课程40---课程17,课程130---课程40---课程17,0.09035741708567607,0.9994520547945205
课程17---课程40---课程130,课程17---课程40---课程130,0.09035741708567607,0.9720223820943246
课程130---课程40---课程133,课程130---课程40---课程133,0.09035741708567607,0.9994520547945205
课程17---课程40---课程133,课程17---课程40---课程133,0.09035741708567607,0.9720223820943246
课程130---课程40---课程26,课程130---课程40---课程26,0.09035741708567607,0.9994520547945205
课程130---课程26---课程40,课程130---课程26---课程40,0.09035741708567607,0.9455676516329704
课程133---课程31---课程40,课程133---课程31---课程40,0.09035741708567607,0.9306122448979592
课程31---课程40---课程130,课程31---课程40---课程130,0.09035741708567607,0.971763452317528
课程31---课程40---课程133,课程31---课程40---课程133,0.09035741708567607,0.971763452317528
课程26---课程40---课程133,课程26---课程40---课程133,0.09033264805686969,0.9931917211328976
课程133---课程40---课程26,课程133---课程40---课程26,0.09033264805686969,0.9986308871851042
课程133---课程26---课程40,课程133---课程26---课程40,0.09033264805686969,0.9275178026449644
课程130---课程40---课程148,课程130---课程40---课程148,0.09028310999925693,0.9986301369863013
课程130---课程148---课程40,课程130---课程148---课程40,0.09028310999925693,0.9948144104803494
课程148---课程40---课程130,课程148---课程40---课程130,0.09028310999925693,0.9921066956995102
课程133---课程148---课程40,课程133---课程148---课程40,0.09025834097045055,0.9937278429233706
课程148---课程40---课程133,课程148---课程40---课程133,0.09025834097045055,0.9918345127925967
课程133---课程40---课程148,课程133---课程40---课程148,0.09025834097045055,0.9978094194961665
课程162---课程148,课程162---课程148,0.08951527010625913,0.996141124586549
课程148---课程162,课程148---课程162,0.08951527010625913,0.9717666039257866
课程141---课程158,课程141---课程158,0.08914373467416342,0.8125987807631518
课程158---课程141,课程158---课程141,0.08914373467416342,0.9486030574591459
课程171---课程29---课程34,课程171---课程29---课程34,0.08909419661655066,0.9852095316351683
课程29---课程34---课程171,课程29---课程34---课程171,0.08909419661655066,0.9525953389830508
课程171---课程34---课程29,课程171---课程34---课程29,0.08909419661655066,0.9345284489477785
课程171---课程29---课程141,课程171---课程29---课程141,0.08906942758774429,0.9849356340728568
课程141---课程29---课程171,课程141---课程29---课程171,0.08906942758774429,0.9795695995641515
课程141---课程171---课程29,课程141---课程171---课程29,0.08906942758774429,0.948062219878724
课程180---课程31---课程17,课程180---课程31---课程17,0.08904465855893791,0.9955690944336749
课程17---课程180---课程31,课程17---课程180---课程31,0.08904465855893791,0.9963968957871399
课程141---课程34---课程29,课程141---课程34---课程29,0.08897035147251876,0.921025641025641
课程29---课程34---课程141,课程29---课程34---课程141,0.08897035147251876,0.951271186440678
课程141---课程29---课程34,课程141---课程29---课程34,0.08897035147251876,0.9784799782075728
课程162---课程17,课程162---课程17,0.088920813414906,0.9895259095920617
课程162---课程31,课程162---课程31,0.088920813414906,0.9895259095920617
课程148---课程162---课程31,课程148---课程162---课程31,0.08887127535729324,0.9928057553956834
课程148---课程162---课程17,课程148---课程162---课程17,0.08887127535729324,0.9928057553956834
课程148---课程31---课程162,课程148---课程31---课程162,0.08887127535729324,0.9744703965236283
课程162---课程31---课程148,课程162---课程31---课程148,0.08887127535729324,0.9994428969359331
课程162---课程17---课程148,课程162---课程17---课程148,0.08887127535729324,0.9994428969359331
课程162---课程40,课程162---课程40,0.08887127535729324,0.9889746416758544
课程148---课程17---课程162,课程148---课程17---课程162,0.08887127535729324,0.9747351263243683
课程40---课程162,课程40---课程162,0.08887127535729324,0.8938714499252615
课程162---课程17---课程26,课程162---课程17---课程26,0.08882173729968047,0.9988857938718663
课程162---课程26---课程17,课程162---课程26---课程17,0.08882173729968047,1.0
课程17---课程26---课程162,课程17---课程26---课程162,0.08882173729968047,0.8127833182230281
课程162---课程26,课程162---课程26,0.08882173729968047,0.9884233737596471
课程162---课程17---课程31,课程162---课程17---课程31,0.0887969682708741,0.998607242339833
课程135---课程148,课程135---课程148,0.0887969682708741,0.8949076385421868
课程148---课程162---课程40,课程148---课程162---课程40,0.0887969682708741,0.9919756502490316
课程162---课程40---课程148,课程162---课程40---课程148,0.0887969682708741,0.9991638795986624
课程148---课程135,课程148---课程135,0.0887969682708741,0.9639688088195753
课程148---课程40---课程162,课程148---课程40---课程162,0.0887969682708741,0.9757757212847035
课程162---课程31---课程17,课程162---课程31---课程17,0.0887969682708741,0.998607242339833
课程148---课程162---课程26,课程148---课程162---课程26,0.08877219924206772,0.991698948533481
课程162---课程26---课程148,课程162---课程26---课程148,0.08877219924206772,0.9994422755158953
课程148---课程26---课程162,课程148---课程26---课程162,0.08877219924206772,0.9749727965179544
课程135---课程162,课程135---课程162,0.08874743021326134,0.8944083874188717
课程162---课程31---课程26,课程162---课程31---课程26,0.08874743021326134,0.998050139275766
课程162---课程26---课程31,课程162---课程26---课程31,0.08874743021326134,0.9991634132738428
课程162---课程135,课程162---课程135,0.08874743021326134,0.9875964718853363
课程26---课程31---课程162,课程26---课程31---课程162,0.08874743021326134,0.8030031376064545
课程135---课程148---课程133,课程135---课程148---课程133,0.0886731231268422,0.9986052998605299
课程133---课程135---课程148,课程133---课程135---课程148,0.0886731231268422,0.9411146161934805
课程133---课程148---课程135,课程133---课程148---课程135,0.0886731231268422,0.9762748841014454
课程133---课程162---课程135,课程133---课程162---课程135,0.08864835409803581,1.0
课程135---课程148---课程130,课程135---课程148---课程130,0.08864835409803581,0.9983263598326358
课程130---课程148---课程135,课程130---课程148---课程135,0.08864835409803581,0.9768013100436682
课程133---课程135---课程162,课程133---课程135---课程162,0.08864835409803581,0.9408517350157728
课程133---课程162,课程133---课程162,0.08864835409803581,0.8373888628919045
课程135---课程162---课程133,课程135---课程162---课程133,0.08864835409803581,0.9988836170806586
课程130---课程135---课程148,课程130---课程135---课程148,0.08864835409803581,0.9554191137213027
课程162---课程133,课程162---课程133,0.08864835409803581,0.9864939360529217
课程135---课程17---课程148,课程135---课程17---课程148,0.08862358506922943,0.9440633245382586
课程135---课程148---课程17,课程135---课程148---课程17,0.08862358506922943,0.9980474198047419
课程148---课程17---课程135,课程148---课程17---课程135,0.08862358506922943,0.972018473240967
课程135---课程148---课程162,课程135---课程148---课程162,0.08859881604042305,0.9977684797768479
课程135---课程148---课程31,课程135---课程148---课程31,0.08859881604042305,0.9977684797768479
课程148---课程162---课程135,课程148---课程162---课程135,0.08859881604042305,0.9897620365246264
课程148---课程31---课程135,课程148---课程31---课程135,0.08859881604042305,0.9714828897338402
课程135---课程31---课程148,课程135---课程31---课程148,0.08859881604042305,0.9319958311620634
课程135---课程162---课程148,课程135---课程162---课程148,0.08859881604042305,0.9983254256209879
课程130---课程162,课程130---课程162,0.08857404701161667,0.8177452549737022
课程162---课程130,课程162---课程130,0.08857404701161667,0.9856670341786107
课程135---课程162---课程130,课程135---课程162---课程130,0.08854927798281029,0.9977672341613172
课程135---课程148---课程26,课程135---课程148---课程26,0.08854927798281029,0.9972105997210599
课程162---课程17---课程135,课程162---课程17---课程135,0.08854927798281029,0.9958217270194986
课程130---课程135---课程162,课程130---课程135---课程162,0.08854927798281029,0.9543513080619327
课程135---课程17---课程162,课程135---课程17---课程162,0.08854927798281029,0.9432717678100263
课程130---课程162---课程135,课程130---课程162---课程135,0.08854927798281029,0.9997203579418344
课程135---课程26---课程148,课程135---课程26---课程148,0.08854927798281029,0.9297789336801039
课程135---课程162---课程17,课程135---课程162---课程17,0.08854927798281029,0.9977672341613172
课程148---课程26---课程135,课程148---课程26---课程135,0.08854927798281029,0.9725244831338411
课程162---课程31---课程40,课程162---课程31---课程40,0.08852450895400392,0.9955431754874653
课程148---课程162---课程133,课程148---课程162---课程133,0.08852450895400392,0.9889319313779746
课程130---课程162---课程133,课程130---课程162---课程133,0.08852450895400392,0.999440715883669
课程133---课程162---课程148,课程133---课程162---课程148,0.08852450895400392,0.9986029617211513
课程162---课程40---课程31,课程162---课程40---课程31,0.08852450895400392,0.996098104793757
课程133---课程162---课程130,课程133---课程162---课程130,0.08852450895400392,0.9986029617211513
课程133---课程148---课程162,课程133---课程148---课程162,0.08852450895400392,0.9746386692118899
课程130---课程133---课程162,课程130---课程133---课程162,0.08852450895400392,0.8813810110974106
课程31---课程40---课程162,课程31---课程40---课程162,0.08852450895400392,0.9520511454448589
课程135---课程162---课程31,课程135---课程162---课程31,0.08849973992519754,0.9972090427016467
课程148---课程162---课程130,课程148---课程162---课程130,0.08849973992519754,0.9886552296624239
课程130---课程162---课程148,课程130---课程162---课程148,0.08849973992519754,0.9991610738255035
课程162---课程17---课程40,课程162---课程17---课程40,0.08849973992519754,0.9952646239554318
课程162---课程40---课程26,课程162---课程40---课程26,0.08849973992519754,0.9958193979933111
课程162---课程40---课程17,课程162---课程40---课程17,0.08849973992519754,0.9958193979933111
课程17---课程40---课程162,课程17---课程40---课程162,0.08849973992519754,0.9520383693045564
课程26---课程40---课程162,课程26---课程40---课程162,0.08849973992519754,0.9730392156862745
课程130---课程148---课程162,课程130---课程148---课程162,0.08849973992519754,0.9751637554585154
课程162---课程31---课程135,课程162---课程31---课程135,0.08849973992519754,0.9952646239554318
课程162---课程26---课程40,课程162---课程26---课程40,0.08849973992519754,0.9963747908533186
课程135---课程31---课程162,课程135---课程31---课程162,0.08849973992519754,0.9309536216779573
课程133---课程17---课程162,课程133---课程17---课程162,0.08847497089639116,0.8678328474246843
课程162---课程17---课程133,课程162---课程17---课程133,0.08847497089639116,0.9949860724233984
课程135---课程26---课程162,课程135---课程26---课程162,0.08847497089639116,0.928998699609883
课程162---课程26---课程135,课程162---课程26---课程135,0.08847497089639116,0.9960959286112662
课程135---课程162---课程26,课程135---课程162---课程26,0.08847497089639116,0.9969299469718114
课程133---课程162---课程17,课程133---课程162---课程17,0.08847497089639116,0.9980441464096117
课程162---课程31---课程133,课程162---课程31---课程133,0.08845020186758477,0.9947075208913649
课程130---课程17---课程162,课程130---课程17---课程162,0.08845020186758477,0.8322069447681194
课程162---课程17---课程130,课程162---课程17---课程130,0.08845020186758477,0.9947075208913649
课程130---课程162---课程17,课程130---课程162---课程17,0.08845020186758477,0.9986017897091723
课程133---课程31---课程162,课程133---课程31---课程162,0.08845020186758477,0.9109693877551021
课程133---课程162---课程31,课程133---课程162---课程31,0.08845020186758477,0.9977647387538419
课程130---课程31---课程162,课程130---课程31---课程162,0.08840066380997201,0.8681585988810508
课程162---课程26---课程130,课程162---课程26---课程130,0.08840066380997201,0.9952593418851088
课程130---课程26---课程162,课程130---课程26---课程162,0.08840066380997201,0.9250907205806117
课程133---课程162---课程26,课程133---课程162---课程26,0.08840066380997201,0.9972059234423023
课程162---课程26---课程133,课程162---课程26---课程133,0.08840066380997201,0.9952593418851088
课程162---课程31---课程130,课程162---课程31---课程130,0.08840066380997201,0.9941504178272981
课程133---课程26---课程162,课程133---课程26---课程162,0.08840066380997201,0.9076805696846388
课程130---课程162---课程26,课程130---课程162---课程26,0.08840066380997201,0.9980425055928412
课程130---课程162---课程31,课程130---课程162---课程31,0.08840066380997201,0.9980425055928412
课程135---课程40,课程135---课程40,0.08835112575235925,0.8904143784323515
课程40---课程135,课程40---课程135,0.08835112575235925,0.8886397608370702
课程135---课程40---课程17,课程135---课程40---课程17,0.08832635672355287,0.9997196523689375
课程17---课程40---课程135,课程17---课程40---课程135,0.08832635672355287,0.9501731947775113
课程135---课程17---课程40,课程135---课程17---课程40,0.08832635672355287,0.9408970976253298
课程135---课程40---课程26,课程135---课程40---课程26,0.08830158769474648,0.9994393047378749
课程135---课程26---课程40,课程135---课程26---课程40,0.08830158769474648,0.9271781534460337
课程180---课程26---课程17,课程180---课程26---课程17,0.08830158769474648,0.9991591928251121
课程17---课程180---课程26,课程17---课程180---课程26,0.08830158769474648,0.9880820399113082
课程135---课程31---课程40,课程135---课程31---课程40,0.08830158769474648,0.9288692027097445
课程26---课程40---课程135,课程26---课程40---课程135,0.08830158769474648,0.9708605664488016
课程135---课程40---课程31,课程135---课程40---课程31,0.08830158769474648,0.9994393047378749
课程17---课程26---课程180,课程17---课程26---课程180,0.08830158769474648,0.8080235720761559
课程31---课程40---课程135,课程31---课程40---课程135,0.08830158769474648,0.9496537027171017
课程133---课程180,课程133---课程180,0.0882768186659401,0.8338792700046794
课程180---课程31---课程26,课程180---课程31---课程26,0.0882768186659401,0.98698421489892
课程180---课程26---课程31,课程180---课程26---课程31,0.0882768186659401,0.9988789237668161
课程130---课程40---课程135,课程130---课程40---课程135,0.08825204963713373,0.9761643835616438
课程130---课程180,课程130---课程180,0.08825204963713373,0.8147724674136748
课程130---课程135---课程40,课程130---课程135---课程40,0.08825204963713373,0.9511478910838228
课程133---课程40---课程135,课程133---课程40---课程135,0.08825204963713373,0.9756297918948522
课程135---课程40---课程130,课程135---课程40---课程130,0.08825204963713373,0.99887860947575
课程135---课程40---课程133,课程135---课程40---课程133,0.08825204963713373,0.99887860947575
课程133---课程135---课程40,课程133---课程135---课程40,0.08825204963713373,0.9366456361724501
课程17---课程180---课程133,课程17---课程180---课程133,0.08822728060832735,0.9872505543237252
课程162---课程40---课程135,课程162---课程40---课程135,0.08822728060832735,0.9927536231884059
课程135---课程148---课程40,课程135---课程148---课程40,0.08822728060832735,0.9935843793584379
课程135---课程162---课程40,课程135---课程162---课程40,0.08822728060832735,0.994138989673458
课程135---课程40---课程148,课程135---课程40---课程148,0.08822728060832735,0.9985982618446875
课程133---课程17---课程180,课程133---课程17---课程180,0.08822728060832735,0.8654033041788145
课程135---课程40---课程162,课程135---课程40---课程162,0.08822728060832735,0.9985982618446875
课程133---课程180---课程17,课程133---课程180---课程17,0.08822728060832735,0.9994388327721663
课程148---课程40---课程135,课程148---课程40---课程135,0.08822728060832735,0.9695155144256942
课程130---课程180---课程17,课程130---课程180---课程17,0.08820251157952097,0.9994386752736458
课程17---课程180---课程130,课程17---课程180---课程130,0.08820251157952097,0.9869733924611974
课程130---课程17---课程180,课程130---课程17---课程180,0.08820251157952097,0.8298764856676766
课程130---课程162---课程40,课程130---课程162---课程40,0.08817774255071459,0.9955257270693513
课程130---课程133---课程180,课程130---课程133---课程180,0.08817774255071459,0.8779284833538841
课程133---课程31---课程180,课程133---课程31---课程180,0.08817774255071459,0.9081632653061225
课程133---课程180---课程130,课程133---课程180---课程130,0.08817774255071459,0.9988776655443323
课程133---课程180---课程31,课程133---课程180---课程31,0.08817774255071459,0.9988776655443323
课程162---课程40---课程130,课程162---课程40---课程130,0.08817774255071459,0.992196209587514
课程130---课程40---课程162,课程130---课程40---课程162,0.08817774255071459,0.9753424657534246
课程130---课程180---课程133,课程130---课程180---课程133,0.08817774255071459,0.9991580129104687
课程180---课程31---课程133,课程180---课程31---课程133,0.08817774255071459,0.9858764885073388
课程133---课程162---课程40,课程133---课程162---课程40,0.0881529735219082,0.9944118468846047
课程162---课程40---课程133,课程162---课程40---课程133,0.0881529735219082,0.991917502787068
课程133---课程40---课程162,课程133---课程40---课程162,0.0881529735219082,0.9745345016429354
课程133---课程26---课程180,课程133---课程26---课程180,0.0881529735219082,0.9051373346897253
